Team,Opponent,Week,Date,Final_Score_Team,Final_Score_Opponent,Home_Away,Offense_Snaps,Defense_Snaps,Special_Teams_Snaps
Minnesota,NWSTATE,2,Sat Sep 6th,66,0,Home,38,37,0
