Team,Opponent,Week,Date,Final_Score_Team,Final_Score_Opponent,Home_Away,Offense_Snaps,Defense_Snaps,Special_Teams_Snaps
Minnesota,Cal,3,Sat Sep 13th,14,27,Home,73,67,0
