Category,Jersey,Player_Name,Attempts,Returns,Yards,YPA,TDs
Field_Goals,S36,Atticus Sappington,11,,,,
Kickoffs,S36,Atticus Sappington,26,,,,
Kickoffs,S97,Gage Hurych,19,,,,
Punting,S46,James Ferguson-Reynolds,12,,,,
Kick_Returns,06,Noah Whittington,2,2,41,20.5,0
Punt_Returns,02,Gary Bryant Jr.,10,10,82,8.2,0
Kick_Returns,27,Jayden Limar,1,1,0,0.0,0
Kick_Returns,23,Dierre Hill Jr.,1,1,22,22.0,0
Punt_Returns,01,Dakorien Moore,3,3,44,14.7,0
