Category,Jersey,Player_Name,Attempts,Returns,Yards,YPA,TDs
Field_Goals,S92,Brady Denaburg,12,,,,
Kickoffs,S92,Brady Denaburg,37,,,,
Kickoffs,S36,Daniel Jackson,3,,,,
Punting,S42,Tom Weston,38,,,,
Kick_Returns,23,Cam Davis,1,1,17,17.0,0
Kick_Returns,D35,Derik LeCaptain,2,2,20,10.0,0
Punt_Returns,17,Logan Loya,1,1,0,0.0,0
Punt_Returns,81,Quentin Redding,1,1,2,2.0,0
Kick_Returns,86,Jameson Geers,1,1,8,8.0,0
Kick_Returns,D03,Koi Perich,8,8,171,21.4,0
Punt_Returns,D03,Koi Perich,12,12,82,6.8,0
