Team,Opponent,Week,Date,Final_Score_Team,Final_Score_Opponent,Home_Away,Offense_Snaps,Defense_Snaps,Special_Teams_Snaps
Rutgers,Norfolk State,3,Sat Sep 13th,60,10,Away,62,52,0
