Team,Opponent,Week,Date,Final_Score_Team,Final_Score_Opponent,Home_Away,Offense_Snaps,Defense_Snaps,Special_Teams_Snaps
Rutgers,Ohio,1,Thu Aug 28th,34,31,Home,61,62,0
