Team,Opponent,Week,Date,Final_Score_Team,Final_Score_Opponent,Home_Away,Offense_Snaps,Defense_Snaps,Special_Teams_Snaps
Rutgers,Miami OH,2,Sat Sep 6th,45,17,Home,82,48,0
